participant_id,week,date,prompt_text,journal_response_text,behavioral_domain_category,signal_before,signal_after,signal_change,behavioral_improvement,n_features_total,n_features_improved,baseline_imputed,prompt_type
t0017@sreflect,2.0,2024-02-25,"While your social interactions are blossoming, how could tweaking your digital habits enhance your physical and mental well-being next week?","I think my digital habits and screen time have increased significantly in the past 10 days. I often find myself scrolling Instagram to distract myself from worrying or getting anxious by constantly thinking about something. In the next week, I want to reduce this. I want to put my time to more productive use like taking a walk or working out.",social_interaction,-0.1145,-0.0218,0.0926,yes,16,6,no,REDIRECTIVE
t0017@sreflect,3.0,2024-02-27,"Noticing less time on your phone lately, how could this new space impact your sleep and physical activity positively?",I've been working in person since yesterday so that's probably why I wasn't on my phone as much. It's been really busy with end of the term right around the corner. It's not having a positive impact on sleep or physical activity. It has been pretty hectic.,digital_habits,-0.384,-0.878,-0.494,yes,5,4,no,REDIRECTIVE
t0017@sreflect,3.0,2024-02-28,"With your screen time on the decline, have you found alternative activities that boost your mood or creativity?","In my opinion, I have not been exploring more places. But if I was, I would love to take pictures of wherever I went to commemorate those memories. Maybe even share them on social media.",digital_habits,-0.4095,-0.8013,-0.3919,yes,5,4,no,REFLECTIVE
t0017@sreflect,3.0,2024-03-01,You've managed to swap screen time with something else. Reflect on how this change has influenced your daily routine and feelings.,"My screen time has reduced, but it was really because I was incredibly busy with meetings and research work. Currently, most of my work is computational and most meetings are on Zoom, because I'm working with collaborators from other institutions. So, overall my screen time has increased but my phone usage has declined.",digital_habits,-0.7728,-0.587,0.1858,no,5,1,no,REFLECTIVE
t0017@sreflect,3.0,2024-03-01,It seems your in-person socializing is thriving! How do these face-to-face interactions enrich your day?,"My screen time has reduced, but it was really because I was incredibly busy with meetings and research work. Currently, most of my work is computational and most meetings are on Zoom, because I'm working with collaborators from other institutions. So, overall my screen time has increased but my phone usage has declined.",social_interaction,-0.1702,-0.2471,-0.0769,no,16,5,no,REFLECTIVE
t0017@sreflect,4.0,2024-03-04,You've upped your walking game lately! How's it tying in with your goals and easing your mood?,"I'm trying to be more active and have a balanced fitness regime for a while now. But research work always takes up more time than anticipated and it becomes difficult to keep the physical activity. I'm glad that I have atleast increased walking a little but, makes me feel closer my goals and helps me clear my mind.",physical_fitness,-0.2558,-0.1792,0.0766,yes,5,1,no,REFLECTIVE
t0017@sreflect,4.0,2024-03-04,Your walks seem to be stretching farther and making your day vibrant. How do you feel they're impacting your focus on digital habits?,"I'm trying to be more active and have a balanced fitness regime for a while now. But research work always takes up more time than anticipated and it becomes difficult to keep the physical activity. I'm glad that I have atleast increased walking a little but, makes me feel closer my goals and helps me clear my mind.",physical_fitness,-0.2558,-0.1792,0.0766,yes,5,1,no,REFLECTIVE
t0017@sreflect,4.0,2024-03-06,"Seeing more spots in town, you seem to be embracing adventure. How might exploring new places be shaping your screen habits?","Hmm... I haven't explored any new places. I went to Life Sciences Center yesterday, which is closest to a new place I can think of. My screen habits are consistently high right now, as I am trying to wrap up analysis and complete writing a paper.",digital_habits,-0.4569,-0.1325,0.3244,no,5,0,no,REFLECTIVE
t0017@sreflect,4.0,2024-03-10,Your walking duration has spiked. Could you share how this shift made an impact on your day-to-day life?,I want to focus on getting in shape. I've been dedicating whatever little time I have to doing some walking. My legs are hurting a little but apart from that my day to day life is going pretty well.,physical_fitness,-0.175,-0.1415,0.0335,yes,5,1,no,REFLECTIVE
t0017@sreflect,5.0,2024-03-13,"Noticing significant shifts in your fitness routine, how do you plan to incorporate movement into your day tomorrow?","I'm going to college and work in the lab tomorrow, which requires a lot of standing and walking. Hopefully, that will bring back some balance.",physical_fitness,-0.0492,-0.2821,-0.2329,no,5,0,no,REDIRECTIVE
t0018@sreflect,1.0,2024-02-12,Your recent patterns hint at less phone and in-person interaction. Can you share how this might be influencing your sleep and social life?,"My sleep has been better but I have also interacted in person more than usual, as opposed to digital interaction. However,  less screen time has made me less likely to reach out to family and friends abroad.",digital_habits,0.0,0.0,0.0,no,5,0,yes,REFLECTIVE
t0018@sreflect,1.0,2024-02-13,Noticed you've been exploring more places lately. How does this change in scenery reflect in your daily routine and energy levels?,I think it helps to be in different spaces because that makes me feel more connected to campus and be more present instead of being insular in one location/in my head. Being different places reflects my energy because the more energy I have the greater ability I have to leave my room/blanket cocoon.,physical_fitness,-0.3628,-0.2198,0.143,yes,5,1,no,REFLECTIVE
t0018@sreflect,1.0,2024-02-14,"Your waking moments have shifted; what can you tweak tonight for a cozier, earlier slumber?","I can probably stop studying earlier tonight than I did last night, as I had to stay up late to finish some work. Tonight, I was able to frontload my work while on shift, which means I have less to do once my meeting ends. Finally, I can try not to spend as much time aimlessly scrolling on my phone while in bed, and try to implement a technological detox earlier.",sleep,1.646,-0.3591,-2.005,no,1,0,no,REDIRECTIVE
t0018@sreflect,1.0,2024-02-15,"As your social interactions seem less frequent, how might reconnecting with friends positively impact your day?",I think spending more time with my friends boosts my mood and makes me feel less depressed and locked into my head. Watching a movie tonight with several of my friends helped boost my mood tonight and give me the motivation to finish my work.,social_interaction,0.0032,-0.0716,-0.0749,no,16,3,no,REDIRECTIVE
t0018@sreflect,1.0,2024-02-17,"Noticing you're unlocking your phone more often, how might setting specific times for checking it enhance your focus and relaxation today?","Less screen time makes you more grounded in the moment. However because I was traveling by bus yesterday I was spent more time on my phone, checking apps and communicating with my parents.",digital_habits,0.4722,0.4717,-0.0006,yes,5,2,no,REDIRECTIVE
t0018@sreflect,2.0,2024-02-19,"Your social call duration dropped last week. Who did you catch up with less, and what might recharge those connections?","I think I spent less time calling my parents. But that is because I was able to see them in person this weekend, which is very rare, and boosted my social battery. As such, in this case I do not believe I need to recharge this connection. in fact I improved upon this familial connection as in person interaction was able to supplant digital interactions. It is however possible I reached out to my extended family (sister and grandmother less) as I had a busier work week. Hence, I should call them.",social_interaction,-0.0716,0.3908,0.4624,yes,16,9,no,REFLECTIVE
t0018@sreflect,2.0,2024-02-19,Noticed your time at dorm has spiked. How might you make your space more supportive of your wellness and sleep priorities?,"I think I spent less time calling my parents. But that is because I was able to see them in person this weekend, which is very rare, and boosted my social battery. As such, in this case I do not believe I need to recharge this connection. in fact I improved upon this familial connection as in person interaction was able to supplant digital interactions. It is however possible I reached out to my extended family (sister and grandmother less) as I had a busier work week. Hence, I should call them.",sleep,-0.6347,-0.5596,0.0752,yes,1,1,no,REDIRECTIVE
t0018@sreflect,2.0,2024-02-20,"Your texts are up, but in-person chats and visits to new places are down. Got thoughts on balancing digital and real-world socializing?",I have been a little down recently and as such have spent less phone time calling people. But visiting new places has helped me get out of my head a bit.,social_interaction,-0.2165,0.4617,0.6783,yes,16,9,no,REFLECTIVE
t0018@sreflect,2.0,2024-02-22,You're walking more lately. Can you share how this movement aligns with your mood and rest goals?,"Moving more, lets me spend less time in my head and more in the present moment. This is beneficial for both my physical and mental health. I am happy to see I am able to maintain a level of baseline physical activity despite being more busy with the end of term.",physical_fitness,-0.0053,-0.1576,-0.1522,no,5,0,no,REFLECTIVE
t0018@sreflect,2.0,2024-02-22,"Despite more time at the dorm, your outings have spiked recently. How have these places influenced your mood or study habits?","Moving more, lets me spend less time in my head and more in the present moment. This is beneficial for both my physical and mental health. I am happy to see I am able to maintain a level of baseline physical activity despite being more busy with the end of term.",sleep,-0.4342,-0.9104,-0.4762,no,1,0,no,REFLECTIVE
t0018@sreflect,3.0,2024-02-26,"Considering your sleep pattern is changing, what evening routine might help prep for a more restful night?",I think I just need to sleep more consistently and my pattern will go back to normal soon after finals. As such I will focus on sleeping at a more consistent time and wake up at better hours.,sleep,-0.9104,-0.1585,0.7519,yes,1,1,no,REDIRECTIVE
t0018@sreflect,3.0,2024-02-27,"Your sleep patterns have been shifting. Could a new night ritual be the cause, and how does it reflect in your daytime energy?","A nightly ritual is not the cause of my sleep patern, being overworked and not having enough hours in the day is. I am very tired during the day as a result and have taken to drinking more caffeine. I would prefer not to but I see this as temporary measure to tide me over before the end of the term. Once that is over I hope to get back to regular sleep scehdule and back to the norm of caffeine non-consumumption. On a positive note I have been eating better recently.",sleep,-0.8854,-0.3089,0.5764,yes,1,1,no,REFLECTIVE
t0018@sreflect,3.0,2024-02-29,Notice how your in-person interactions are flourishing? What's one conversation that stood out to you and why?,"Today a conversation with my professor assuring me I will not fail my class stood out to me because he was nicer about it than expect and also that had been a constant source of stress for me, so I was very pleased to have that burden lifted off my shoulders. Additionally I have been picking up more shifts at work so it is possible I have interacted with more people there.",social_interaction,0.3918,0.4591,0.0673,yes,16,9,no,REFLECTIVE
t0018@sreflect,3.0,2024-03-01,It looks like you're spending more time at the dorm lately. How does staying in influence your social and study routines?,"Staying inside has been great for recharging both my personal and social battery because I have not had as much time recently. As such if I am staying in my dorm I am less likely to be busy and being in my dorm grants me the ability to catch up on sleep, which I sorely need.",social_interaction,0.3586,0.609,0.2504,yes,16,8,no,REFLECTIVE
t0019@sreflect,1.0,2024-02-14,You seem to be connecting less on calls but getting more restful nights. How does this change affect your physical fitness goals?,science is frustrating and I feel emotionally odd but that might be from coming down from anxiety or not sleeping enough,digital_habits,0.0,0.0,0.0,no,5,0,yes,REFLECTIVE
t0019@sreflect,1.0,2024-02-15,You seem to be connecting less on calls but getting more restful nights. How does this change affect your physical fitness goals?,I think the sleep is good for me but I worry that I'm oversleeping and losing time that I could be using for workouts. I also worry about what other health issues could be leading to this.,digital_habits,-0.556,0.8618,1.4178,no,5,0,no,REFLECTIVE
t0019@sreflect,1.0,2024-02-15,Your increased walking aligns with your fitness focus. How does moving more contribute to your day's best moments?,I think the sleep is good for me but I worry that I'm oversleeping and losing time that I could be using for workouts. I also worry about what other health issues could be leading to this.,physical_fitness,-0.2347,0.3654,0.6001,yes,5,3,no,REFLECTIVE
t0019@sreflect,1.0,2024-02-16,You're more active in texting lately. What's one conversation that stood out and why?,I'm trying to plan a trip to Iceland with one of my friends and suggested we both check our passports. it's good we did because hers expires soon. very excited for this trip!,social_interaction,-0.0339,0.3167,0.3506,yes,16,8,no,REFLECTIVE
t0019@sreflect,1.0,2024-02-18,You've been less active physically this past week. What's a new activity you're planning to try to move more?,"I read a lot about CAR T cells this week. I don't think it'll necessarily be useful for the things I'm working on right now, but I'm glad I'm interested in something science related again. it's also good that I'm able to understand the papers, shows that I've learned something over these past few years.",physical_fitness,0.1558,0.8067,0.6508,yes,5,2,no,REDIRECTIVE
t0019@sreflect,1.0,2024-02-19,Noticed you've been running more lately. How's it boosting your energy levels?,"I feel better today, more balanced overall. it made the last hour of my day drag less too. hoping it translates to falling asleep fast tonight.",physical_fitness,0.3654,0.6486,0.2831,yes,5,2,no,REFLECTIVE
t0019@sreflect,1.0,2024-02-20,You're reaching out less via calls but more in person and through texts. What benefits have you noticed with this shift in how you communicate?,"i think it's just best if I keep talking to people. it feels like I've had more in person interactions this week, which is good.",digital_habits,0.8745,1.166,0.2914,no,5,1,no,REFLECTIVE
t0019@sreflect,2.0,2024-02-22,"Noticing a shift to more screen time, how has this impacted your daily routine?","I've been doing a little bit less bench work in the lab and more computer work, which ends up leading to more scrolling. I should put my phone somewhere else when I'm on my computer. but as I get back to more bench work I think things will switch back.",digital_habits,1.1995,0.8671,-0.3323,yes,5,3,no,REFLECTIVE
t0019@sreflect,2.0,2024-02-23,"As your running duration has amped up, imagine the impact this could have on sleep habits. How could you link the two?","I think the running leads to better quality sleep, ie falling asleep faster.",sleep,0.2926,0.8941,0.6015,yes,1,1,no,REDIRECTIVE
t0019@sreflect,2.0,2024-02-25,You're connecting more via SMS but less in person. Consider how this shift is influencing your social well-being.,"I really enjoyed my quiet weekend. I like seeing my friends, but it's good to have some time alone. I got a lot of chores done, including my taxes, which felt really good. this week will be hectic so I gotta soak it in now.",social_interaction,0.1653,0.271,0.1058,yes,16,3,no,REFLECTIVE
t0019@sreflect,2.0,2024-02-27,Your recent steps have increased alongside exploring new places. How does this tie into your fitness goals and daily energy?,"today I drove down to Boston for a concert. didn't have time to work out, which is a bummer but I did walk a few miles to get to a ramen place. fitness goals still need some work, just gotta take it one day at a time.",physical_fitness,-0.0209,0.8581,0.879,yes,5,2,no,REFLECTIVE
t0019@sreflect,3.0,2024-02-28,"With your physical fitness on the rise, how could your evolving digital habits better compliment this trend?",I think less phone time is the best option. maybe if I listen to music while running outside that'll motivate me,physical_fitness,0.025,0.6002,0.5753,yes,5,2,no,REDIRECTIVE
t0019@sreflect,3.0,2024-02-29,You've been choosing different settings for in-person chats lately. How does this align with your network-building and communication?,"I hit some different places on campus today, no where I feel like I need to go back to though. I think I'm doing ok with communication but I'm getting tired of meetings every week. very ready to no longer be student council president",social_interaction,0.271,-0.1322,-0.4032,no,16,3,no,REFLECTIVE
t0019@sreflect,3.0,2024-03-01,You're connecting more in person lately. How are those interactions shaping your social wellness?,I think it's going decently. it's nice to be around people more. I'm worried about the next few weeks when there's less people around but I'll figure it out.,social_interaction,0.2752,-0.071,-0.3461,no,16,3,no,REFLECTIVE
t0019@sreflect,3.0,2024-03-03,Notice how your in-person interactions are on the rise while your phone communications are tapering off. Reflect on how this shift is influencing your daily routine and fitness efforts.,"how much I'm talking to people seems to be pretty dependent on what day of the week it is. weekends are a lot quieter than weekdays, but I have more time to go outside and qorkout",digital_habits,1.0466,0.9697,-0.0769,yes,5,3,no,REFLECTIVE
t0019@sreflect,3.0,2024-03-04,Your walking time has gone up! How did this affect your mood and energy levels today?,"it went up partially because I did some bench work today, so I was on my feet and all that. we also got in an evening dog walk. saw a couple of beavers on the trail, which was neat. I guess I felt better overall after the walk.",physical_fitness,0.3367,0.3708,0.0341,yes,5,3,no,REFLECTIVE
t0019@sreflect,3.0,2024-03-05,"With your running duration up, how do you plan to include it regularly for stress relief during this crunch time?",I think it just need to include it no matter how busy I get. overall it's a good thing.,physical_fitness,0.0905,-0.0368,-0.1273,no,5,1,no,REDIRECTIVE
t0019@sreflect,4.0,2024-03-06,"It seems your digital habits are changing. What's one book or offline activity you've wanted to try, and how could it fit into tomorrow?","yeah I think I've been on my phone more lately. work has kinda slowed down, which leads to free time. I do have a crochet project in my backpack I could be working on, that would be good to do when I'm bored and need a break, instead of scrolling",digital_habits,0.9658,0.7939,-0.1719,yes,5,4,no,REDIRECTIVE
t0019@sreflect,4.0,2024-03-10,Your social interactions have lessened. What changes could you make this week to reconnect with friends or peers?,"today I was stuck at home, cause the power was out and I was snowed in. I think this will be a rough week for socializing at work, because a lot of my coworkers are gone. but I could try to have lunch with peop",social_interaction,0.1841,0.212,0.0278,yes,16,2,no,REDIRECTIVE
t0019@sreflect,4.0,2024-03-11,Noticing a trend in screen time going up - what's one book you've been wanting to read but haven't started yet?,"I've got one on the coffee table I'm thinking about, but I'm due for a trip to the library to get something. not the sequel to what I just finished, I didn't like that book very much.",digital_habits,0.697,1.1175,0.4205,no,5,0,no,REDIRECTIVE
t0019@sreflect,4.0,2024-03-12,"With your focus on physical fitness, how can you adapt your routine to include more walks or active breaks this week?",it's warming up during the day so I could do midday walks again. morning dog walks are also possible,physical_fitness,0.42,0.1393,-0.2807,no,5,2,no,REDIRECTIVE
t0019@sreflect,5.0,2024-03-13,Your texts are up but calls and in-person chats are down. How might connecting differently impact your mood or stress?,"I think I'm generally gonna be in a better mood if I can talk to people in person. however there's people I can't talk to in person cause they're too far away, but they're some of my favorite people and I value hearing from them. I think not just the modality but also the person impacts my mood differently",social_interaction,0.1587,0.0735,-0.0852,no,16,1,no,REDIRECTIVE
t0020@sreflect,1.0,2024-02-14,"Notice your phone chats are less frequent lately. If you reached out to someone today, how did that interaction contribute to your positive mood?",I loved talking to brother on the phone because we understand each other and he showed an interest in my day.,social_interaction,0.0,0.0,0.0,no,16,0,yes,REFLECTIVE
t0020@sreflect,1.0,2024-02-15,You've had more real-life chats but less screen time recently. What's one conversation that stood out and why?,I had a great time working together with members of an organization I'm a part of and getting to know them,social_interaction,0.3694,0.1217,-0.2477,no,16,6,no,REFLECTIVE
t0020@sreflect,1.0,2024-02-18,You've been clocking less screen time lately. What have you been doing instead that you've found rewarding or enjoyable?,"I've been studying in the library, checking off assignments, and choosing to use my laptop to clock in screen time because of the larger screen.",digital_habits,-0.8657,-0.819,0.0467,no,5,2,no,REFLECTIVE
t0020@sreflect,1.0,2024-02-19,"Your SMS activity is up, suggesting more remote connections. How do those conversations support your sense of community during a quiet academic term?",It reminds me that I have friends that I can engage with remotely and that there are people who are physically distant from me that are relying on me.,social_interaction,0.1217,0.1962,0.0745,yes,16,7,no,REFLECTIVE
t0020@sreflect,2.0,2024-02-21,Walking more lately—any favorite routes or thoughts collected during these walks?,"No, on walks, I like to clear my head or if there is a lot going on in my life at the time, I pray.",physical_fitness,0.2095,-0.1174,-0.327,no,5,1,no,REFLECTIVE
t0020@sreflect,2.0,2024-02-22,Notice any difference in your day when you reduce screen time and unlock your phone more?,"When I reduce screen time, that usually means that I'm doing other productive things and am probably more busy.",digital_habits,-0.819,-0.8051,0.014,no,5,3,no,REFLECTIVE
t0020@sreflect,2.0,2024-02-26,"Your interactions have dipped recently. Can you think of one person you've wanted to reconnect with, and how might you reach out to them this week?","I think I might reach out through text to grab a meal, but since she's really busy this term, it might be hard to schedule a time as seen in the past.",social_interaction,0.0659,0.1171,0.0512,yes,16,5,no,REDIRECTIVE
t0020@sreflect,2.0,2024-02-27,You've been opting for text over talks lately. How did a recent SMS conversation add value to your day?,"I wouldn't say that any of my SMS conversations added value to my day, but rather were things I needed to check off of a to do list",digital_habits,-0.8082,-0.8698,-0.0615,yes,5,3,no,REFLECTIVE
t0020@sreflect,3.0,2024-02-28,"Given your increased time spent resting, what’s one dream that made an impression on you recently?","I had a dream that my brother was acting like a child which reflects how I see him; I'm the eldest child and he is a teenager, but I still see him as a little boy",sleep,0.2425,0.3176,0.0752,yes,1,1,no,REFLECTIVE
t0020@sreflect,3.0,2024-02-29,You're socializing more in person these days! How has a recent face-to-face chat positively impacted you?,"I work as a classroom aide at a daycare and one of the children started singing the song ""Rosanna"" by Toto which he learned from his dad. it was the cutest thing ever and I was glad to see that little kids are getting exposed to the hits from the 80s",social_interaction,-0.0114,0.3167,0.3281,yes,16,10,no,REFLECTIVE
t0020@sreflect,3.0,2024-03-01,"Reflecting on recent shifts in your digital engagement, how are changes in your app usage affecting your daily routine or focus?","I go on apps when I want to take a break in between working or when I'm eating or at the end of the day. It's currently finals season, so I might be using apps less.",digital_habits,-0.9319,-0.8166,0.1153,no,5,1,no,REFLECTIVE
t0020@sreflect,3.0,2024-03-03,Your running routine has really taken off! How's that influencing your day?,I don't run; is it the jostling of my phone in my pocket or the back and forth movement of it in my hand when I'm walking that causes the app to think that I'm running?,physical_fitness,0.0752,0.5462,0.471,yes,5,2,no,REFLECTIVE
t0020@sreflect,3.0,2024-03-04,"With your phone interactions declining, what new routines have filled the space?","It's finals season, so I've been working on papers and studying for upcoming finals.",digital_habits,-0.6942,-0.8835,-0.1893,yes,5,3,no,REFLECTIVE
t0020@sreflect,3.0,2024-03-05,"With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?","I have not been running!! However, I've been working out just enough so I don't feel sore the next day.",physical_fitness,-0.0384,0.4886,0.527,yes,5,3,no,REFLECTIVE
t0020@sreflect,4.0,2024-03-06,"With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?",I just went to the gym today lol and I ran on the treadmill. I'm trying to maintain a consistent workout routine and am finding my groove at the gym.,physical_fitness,0.211,0.0202,-0.1908,no,5,0,no,REFLECTIVE
t0020@sreflect,4.0,2024-03-07,"With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?",I've gotten this question like three days in a row now. I'm spending around the same time I usually do at the gym.,physical_fitness,0.5462,-0.1056,-0.6517,no,5,0,no,REFLECTIVE
t0020@sreflect,4.0,2024-03-09,"With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?","I have not been running lately, something is wrong with this app.",physical_fitness,0.4886,-0.1541,-0.6427,no,5,1,no,REFLECTIVE
t0020@sreflect,4.0,2024-03-10,"Noticing an uptick in your running, how has this affected your energy levels or time management over the past week?","I have not been running, but I do feel better after making the time to get a good workout in.",physical_fitness,0.0202,0.2207,0.2005,yes,5,3,no,REFLECTIVE
t0020@sreflect,4.0,2024-03-11,Reflect on how upping your sleep has influenced your daily routine recently.,"I've woken up later than I would like, but since I've been going to sleep late, it makes sense. This causes my whole morning routine to get pushed back by an hour or two, which is not  productive.",sleep,-0.6849,-0.1836,0.5013,yes,1,1,no,REFLECTIVE
t0020@sreflect,4.0,2024-03-12,Your mobile data indicates a shift towards more in-person chats. What's a memorable conversation you've had recently and what made it notable?,I think getting to know the people in a group I'm a part of during the break.,digital_habits,-0.7231,-0.9769,-0.2538,yes,5,3,no,REFLECTIVE
t0020@sreflect,5.0,2024-03-13,Your mobile data indicates a shift towards more in-person chats. What's a memorable conversation you've had recently and what made it notable?,I've been getting to know the people in this group I'm in over spring break and just having random conversations as we do things together.,digital_habits,-0.8035,-0.8365,-0.033,yes,5,2,no,REFLECTIVE
t0022@sreflect,1.0,2024-02-16,"You're texting more these days! Who have you reconnected with, and how has that affected your day?","Feeling a little overwhelmed when it comes to work, but was very productive today so that's a plus! just trying to get through the rest of the term.",social_interaction,-0.1983,0.24,0.4384,yes,16,7,no,REFLECTIVE
t0022@sreflect,1.0,2024-02-20,You've visited new places but spent more time in the dorm. How has this shift in environment influenced your daily routine?,I had to spend more time in my dorm room today. Emotionally it was really tough. I was glad to have a space that I could go back to to be alone for a while,physical_fitness,0.5892,-0.1608,-0.75,no,5,2,no,REFLECTIVE
t0022@sreflect,1.0,2024-02-21,"Your walks are up, but distances traveled have plunged. Could you map out how your walks are fostering your well-being amidst the academic hustle?","I use my walks as an opportunity to meditate. Feeling the weight of my foot hitting the ground, the rustle of my hand on the inside of my pocket, the cool air entering my lungs. It's not easy to do, and I often get distracted, but it serves as an important reset for me during the day.",physical_fitness,-0.2127,-0.1713,0.0414,yes,5,2,no,REFLECTIVE
t0022@sreflect,2.0,2024-02-22,Your increased face-to-face chats and locations visited suggest new social dynamics. How are these changes enriching your day-to-day life?,"To be honest, I'm not sure I see changes in how I'm interacting socially. This, I feel, is the normal amount of social interactions I have. It does make me wonder, however, why I continue to feel lonely sometimes even when I'm still, on paper, having many social interactions.",social_interaction,0.0973,-0.1005,-0.1977,no,16,3,no,REFLECTIVE
t0022@sreflect,2.0,2024-02-23,Your texting has spiked but phone calls dwindled. How are written words shaping your friendships compared to spoken ones lately?,"I suppose I'm using texts more to coordinate with people on the projects that I'm working on. Texting relieves the pressure that can sometimes come with a phone call, and allows me to think more about my replies.",social_interaction,0.0765,-0.0239,-0.1005,no,16,6,no,REFLECTIVE
t0022@sreflect,2.0,2024-02-25,You've been visiting more places recently. How have these outings impacted your stress levels and sense of connection?,"Stress levels are definitely higher, but that's not necessarily due to me visiting more places. I do feel more connected in the sense that I'm interacting with more people though.",social_interaction,-0.0065,-0.0712,-0.0648,no,16,7,no,REFLECTIVE
t0022@sreflect,2.0,2024-02-26,"Your screen interactions have remained stable, but sleep has shifted. Could altering bedtime routines improve your rest?","I try to keep my sleep routine consistent, so I don't think changing it as this point would serve any benefit. Sometimes my schedule demands that I go to bed a little bit earlier or later",sleep,-0.1585,0.0921,0.2506,yes,1,1,no,REDIRECTIVE
t0022@sreflect,2.0,2024-02-27,Has connecting more through digital means than in-person conversations changed your outlook or comfort levels recently?,"I don't think so, to be honest. There hasn't been much of a long term shift, and so I wouldn't expect to see a change in outlook or comfort levels as a result quite yet.",social_interaction,-0.0239,0.1478,0.1718,yes,16,11,no,REFLECTIVE
t0022@sreflect,2.0,2024-02-28,"Noticing less phone calls but more locations and in-person chats, how might exploring new places be shaping your social connections?","When I'm out of my room more, I'm typically socializing more, which means that my connection level tends to go up. At the same time, when I'm out in public more, I also noticed that my anxiety levels tend to go up, which sometimes impedes my ability to connect with others. There's a balance that needs to be established.",social_interaction,-0.0759,0.0888,0.1647,yes,16,8,no,REFLECTIVE
t0022@sreflect,3.0,2024-02-29,"Spending less time at the dorm, you're out and about more. How does varying your environment influence your daily routine and relations with others?","It definitely makes me feel more accomplished at the end of the day, but it can be draining in its own way. Hasn't had much impact on my routine or relations with others yet thoufh",social_interaction,-0.0712,-0.0434,0.0278,yes,16,5,no,REFLECTIVE
t0022@sreflect,3.0,2024-03-01,Reflect on your increased screen time. How might balancing it better support your physical fitness goals?,"It's a bit hard to manage my screen time right now. I'm more stressed because of work, which means I'm more susceptible to bad habits. I don't find that it's majorly impacted my fitness goals, however, as I'm still exercising frequently",physical_fitness,0.1005,0.0153,-0.0852,no,5,0,no,REDIRECTIVE
t0022@sreflect,3.0,2024-03-03,Noticed you're getting more incoming texts while outgoing calls dropped. Any recent changes causing this switch in communication style?,"Not really, there are just natural fluctuations between how many calls I receive and texts that I get. I can't clearly distinguish any particular change unfortunately.",digital_habits,-0.3639,-0.4291,-0.0652,yes,5,1,no,REFLECTIVE
t0022@sreflect,3.0,2024-03-04,Your walking is up: could it be your new go-to for thinking? Share your walk insights.,"I actually have a specific practice I follow when walking from place to place: mindful focusing on my breath and surroundings. I try and center my focus on sensory inputs: how my feet feel on the inside of my shoes, what the air feels like being inhaled through my nose and exhaled through my mouth, etc. Whenever my thoughts drift, I take a breath and recenter myself. It helps give me a reset in between my responsibilities.",physical_fitness,0.0087,-0.0651,-0.0738,no,5,2,no,REFLECTIVE
t0022@sreflect,3.0,2024-03-05,"With your outgoing calls on the rise, how are these longer conversations influencing your day?","One of the calls was with my mom, and it was really nice to get her perspective on a couple of tough decisions I've had to make today. You can't explain the full extent of a situation as well over text, so getting the opportunity to talk live was much needed!",digital_habits,-0.405,-0.4677,-0.0627,yes,5,2,no,REFLECTIVE
t0022@sreflect,3.0,2024-03-06,"Noticing less time on calls, texts, and seeing fewer places, how about a new hobby or project to explore alone or share?","Nothing at the moment, really just hunkering down and focusing on finals. Only a few days left and I'll have the work behind me",social_interaction,0.0775,-0.2624,-0.3399,no,16,3,no,REDIRECTIVE
t0022@sreflect,4.0,2024-03-07,"Your walks seem to have increased; what's sparked this change, and how do you feel during them?","Nothing in particular caused the change, I just had to walk a bit more to fulfill the tasks I had on my schedule today. Since I've been meditating while walking, they serve as a nice reset. Today, however, because I had a final exam coming up for one of my classes, it was much harder to focus.",physical_fitness,-0.0659,0.284,0.3498,yes,5,2,no,REFLECTIVE
t0022@sreflect,4.0,2024-03-08,"With less time on social apps and more solo walks, what's one positive insight you've gained from this change?",Sometimes a good walk is all you need to clear your head!,digital_habits,-0.5452,-0.3488,0.1964,no,5,1,no,REFLECTIVE
t0022@sreflect,4.0,2024-03-10,Your running duration is up while gym time slid down. What led to this shift and how does the change resonate with you?,"Unfortunately, the prompt isn't accurate here. I'm on a ski trip with friends, so I was skiing the whole day!",physical_fitness,-0.1693,0.7333,0.9026,yes,5,2,no,REFLECTIVE
t0022@sreflect,4.0,2024-03-11,You've been choosing more in-person conversations lately. How is this improving your day-to-day interactions?,"Not much of a choice! I'm away on a ski trip, so I'm checking my phone a lot less in general. It's great to spend good time with friends though!",social_interaction,-0.3072,-0.0905,0.2167,yes,16,5,no,REFLECTIVE
t0022@sreflect,4.0,2024-03-13,You're dialing up in-person chats but scaling back on digital messages. How's this reshaping your social vibe?,"It feels nice, chatting more in person than over text. It's forcing me out of my head more often, which helps me to feel better emotionally.",digital_habits,-0.3688,-0.3016,0.0672,no,5,1,no,REFLECTIVE
