,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
395,failure,2,2_week_keep_reflect_on,"['week', 'keep', 'reflect', 'on', 'it', 'you', 'this', 'for', 'that', 'your']","['Reflect on a recent challenge you overcame this week. How did it contribute to your personal growth? Keep thriving!', 'Reflect on a moment this week where you overcame an academic challenge and how it made you feel. Thanks for your openness and keep growing!', ""Reflect on a challenge you overcame this week and how it's shaped your perspective. Keep shining on your journey!""]",week - keep - reflect - on - it - you - this - for - that - your,0.5078653513884875,False
396,You're reaching out more with calls even during a bustling academic term. Reflect on why you prefer calls over texts lately.,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
397,"Reflecting on the upward trend in your social interactions, how have these conversations and meet-ups enriched your day?",0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
398,"While your phone has become more of a bystander, you've been navigating the world differently. What changes have sparked the increased real-world adventures you're on?",0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",0.7564959266511275,False
399,Your brisk decrease in walk time is balanced by more in-person chats. How are these conversations enriching your day?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
400,"Reflect on a challenge this week that prompted personal growth, and how it might shape future weeks. Grateful for your resilience and growth!",2,2_week_keep_reflect_on,"['week', 'keep', 'reflect', 'on', 'it', 'you', 'this', 'for', 'that', 'your']","['Reflect on a recent challenge you overcame this week. How did it contribute to your personal growth? Keep thriving!', 'Reflect on a moment this week where you overcame an academic challenge and how it made you feel. Thanks for your openness and keep growing!', ""Reflect on a challenge you overcame this week and how it's shaped your perspective. Keep shining on your journey!""]",week - keep - reflect - on - it - you - this - for - that - your,1.0,False
401,"While your social interactions are blossoming, how could tweaking your digital habits enhance your physical and mental well-being next week?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
402,"Noticing less time on your phone lately, how could this new space impact your sleep and physical activity positively?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
403,"With your screen time on the decline, have you found alternative activities that boost your mood or creativity?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
404,It seems your in-person socializing is thriving! How do these face-to-face interactions enrich your day?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
405,Your walks seem to be stretching farther and making your day vibrant. How do you feel they're impacting your focus on digital habits?,1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
406,"Seeing more spots in town, you seem to be embracing adventure. How might exploring new places be shaping your screen habits?",3,3_places_new_exploring_more,"['places', 'new', 'exploring', 'more', 'youve', 'visiting', 'been', 'your', 'how', 'spots']","[""Noticed you've been exploring more places lately. How does this change in scenery reflect in your daily routine and energy levels?"", ""You've been visiting more places lately. How has exploring new environments influenced your day-to-day life?"", ""You've been exploring more places lately. How does visiting new spots shape your day?""]",places - new - exploring - more - youve - visiting - been - your - how - spots,0.919062049256174,False
407,You've been engaging more with others face to face. How do these interactions enrich your daily life?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
408,Your walking duration has spiked. Could you share how this shift made an impact on your day-to-day life?,4,"4_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","[""Your walks have picked up pace lately. What's motivating you to step out more, and how does it boost your day?"", 'Your walking time is up. How does this new pace support your physical fitness goals?', ""You've been walking more lately. How does this change of pace impact your daily routine and focus?""]","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",0.7901237717503249,False
409,"Noticing significant shifts in your fitness routine, how do you plan to incorporate movement into your day tomorrow?",6,"6_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","['With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?', 'With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?', 'With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?']","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",0.8287607343129878,False
410,Your recent patterns hint at less phone and in-person interaction. Can you share how this might be influencing your sleep and social life?,1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
411,Noticed you've been exploring more places lately. How does this change in scenery reflect in your daily routine and energy levels?,3,3_places_new_exploring_more,"['places', 'new', 'exploring', 'more', 'youve', 'visiting', 'been', 'your', 'how', 'spots']","[""Noticed you've been exploring more places lately. How does this change in scenery reflect in your daily routine and energy levels?"", ""You've been visiting more places lately. How has exploring new environments influenced your day-to-day life?"", ""You've been exploring more places lately. How does visiting new spots shape your day?""]",places - new - exploring - more - youve - visiting - been - your - how - spots,1.0,True
412,"Your waking moments have shifted; what can you tweak tonight for a cozier, earlier slumber?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
413,"As your social interactions seem less frequent, how might reconnecting with friends positively impact your day?",0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",0.795772273864861,False
414,"Noticing you're unlocking your phone more often, how might setting specific times for checking it enhance your focus and relaxation today?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
415,"Reflect on a self-care practice you've found valuable this week, and how it's helped you navigate your days. Thanks for sharing your journey!",2,2_week_keep_reflect_on,"['week', 'keep', 'reflect', 'on', 'it', 'you', 'this', 'for', 'that', 'your']","['Reflect on a recent challenge you overcame this week. How did it contribute to your personal growth? Keep thriving!', 'Reflect on a moment this week where you overcame an academic challenge and how it made you feel. Thanks for your openness and keep growing!', ""Reflect on a challenge you overcame this week and how it's shaped your perspective. Keep shining on your journey!""]",week - keep - reflect - on - it - you - this - for - that - your,0.9840553599469332,False
416,Noticed your time at dorm has spiked. How might you make your space more supportive of your wellness and sleep priorities?,3,3_places_new_exploring_more,"['places', 'new', 'exploring', 'more', 'youve', 'visiting', 'been', 'your', 'how', 'spots']","[""Noticed you've been exploring more places lately. How does this change in scenery reflect in your daily routine and energy levels?"", ""You've been visiting more places lately. How has exploring new environments influenced your day-to-day life?"", ""You've been exploring more places lately. How does visiting new spots shape your day?""]",places - new - exploring - more - youve - visiting - been - your - how - spots,0.23276322572540603,False
417,"Your texts are up, but in-person chats and visits to new places are down. Got thoughts on balancing digital and real-world socializing?",0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
418,"Despite more time at the dorm, your outings have spiked recently. How have these places influenced your mood or study habits?",3,3_places_new_exploring_more,"['places', 'new', 'exploring', 'more', 'youve', 'visiting', 'been', 'your', 'how', 'spots']","[""Noticed you've been exploring more places lately. How does this change in scenery reflect in your daily routine and energy levels?"", ""You've been visiting more places lately. How has exploring new environments influenced your day-to-day life?"", ""You've been exploring more places lately. How does visiting new spots shape your day?""]",places - new - exploring - more - youve - visiting - been - your - how - spots,0.23877223539709336,False
419,"Reflect on a lecture that stuck with you this week and how it impacted your perspective or academic approach. Thank you for sharing, keep exploring!",2,2_week_keep_reflect_on,"['week', 'keep', 'reflect', 'on', 'it', 'you', 'this', 'for', 'that', 'your']","['Reflect on a recent challenge you overcame this week. How did it contribute to your personal growth? Keep thriving!', 'Reflect on a moment this week where you overcame an academic challenge and how it made you feel. Thanks for your openness and keep growing!', ""Reflect on a challenge you overcame this week and how it's shaped your perspective. Keep shining on your journey!""]",week - keep - reflect - on - it - you - this - for - that - your,1.0,False
420,"Considering your sleep pattern is changing, what evening routine might help prep for a more restful night?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
421,"Your sleep patterns have been shifting. Could a new night ritual be the cause, and how does it reflect in your daytime energy?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
422,Notice how your in-person interactions are flourishing? What's one conversation that stood out to you and why?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
423,It looks like you're spending more time at the dorm lately. How does staying in influence your social and study routines?,3,3_places_new_exploring_more,"['places', 'new', 'exploring', 'more', 'youve', 'visiting', 'been', 'your', 'how', 'spots']","[""Noticed you've been exploring more places lately. How does this change in scenery reflect in your daily routine and energy levels?"", ""You've been visiting more places lately. How has exploring new environments influenced your day-to-day life?"", ""You've been exploring more places lately. How does visiting new spots shape your day?""]",places - new - exploring - more - youve - visiting - been - your - how - spots,0.22550408392077015,False
424,You seem to be connecting less on calls but getting more restful nights. How does this change affect your physical fitness goals?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",0.738303644874602,False
425,Your increased walking aligns with your fitness focus. How does moving more contribute to your day's best moments?,4,"4_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","[""Your walks have picked up pace lately. What's motivating you to step out more, and how does it boost your day?"", 'Your walking time is up. How does this new pace support your physical fitness goals?', ""You've been walking more lately. How does this change of pace impact your daily routine and focus?""]","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",1.0,False
426,You're more active in texting lately. What's one conversation that stood out and why?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
427,You've been less active physically this past week. What's a new activity you're planning to try to move more?,-1,"-1_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","['Reflect on your recent outdoor ventures; how are they enriching your fitness and social experiences?', ""With reduced walking and more time at home, consider a new fitness routine that fits your space. What's one you could try this week?"", ""You've been less active physically this past week. What's a new activity you're planning to try to move more?""]","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",0.0,True
428,Noticed you've been running more lately. How's it boosting your energy levels?,5,"5_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","['Your running has really picked up! How do you envision incorporating this momentum into your routine?', 'Your running has really picked up! How do you envision incorporating this momentum into your routine?', 'Your running has really picked up! How do you envision incorporating this momentum into your routine?']","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",0.8891106535355228,False
429,You're reaching out less via calls but more in person and through texts. What benefits have you noticed with this shift in how you communicate?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
430,"With more visits to new places, how is exploring different environments enriching your life?",3,3_places_new_exploring_more,"['places', 'new', 'exploring', 'more', 'youve', 'visiting', 'been', 'your', 'how', 'spots']","[""Noticed you've been exploring more places lately. How does this change in scenery reflect in your daily routine and energy levels?"", ""You've been visiting more places lately. How has exploring new environments influenced your day-to-day life?"", ""You've been exploring more places lately. How does visiting new spots shape your day?""]",places - new - exploring - more - youve - visiting - been - your - how - spots,0.8748653550549316,False
431,"Noticing a shift to more screen time, how has this impacted your daily routine?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
432,"As your running duration has amped up, imagine the impact this could have on sleep habits. How could you link the two?",5,"5_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","['Your running has really picked up! How do you envision incorporating this momentum into your routine?', 'Your running has really picked up! How do you envision incorporating this momentum into your routine?', 'Your running has really picked up! How do you envision incorporating this momentum into your routine?']","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",0.8543443460645763,False
433,You're connecting more via SMS but less in person. Consider how this shift is influencing your social well-being.,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
434,Reflect on your recent outdoor ventures; how are they enriching your fitness and social experiences?,-1,"-1_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","['Reflect on your recent outdoor ventures; how are they enriching your fitness and social experiences?', ""With reduced walking and more time at home, consider a new fitness routine that fits your space. What's one you could try this week?"", ""You've been less active physically this past week. What's a new activity you're planning to try to move more?""]","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",0.0,True
435,Your recent steps have increased alongside exploring new places. How does this tie into your fitness goals and daily energy?,4,"4_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","[""Your walks have picked up pace lately. What's motivating you to step out more, and how does it boost your day?"", 'Your walking time is up. How does this new pace support your physical fitness goals?', ""You've been walking more lately. How does this change of pace impact your daily routine and focus?""]","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",0.4484846603057067,False
436,"With your physical fitness on the rise, how could your evolving digital habits better compliment this trend?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
437,You've been choosing different settings for in-person chats lately. How does this align with your network-building and communication?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
438,You're connecting more in person lately. How are those interactions shaping your social wellness?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",0.8682622692551507,False
439,Reflect on a moment this week where you felt uplifted. How did it contribute to your sense of belonging? Keep embracing your journey!,2,2_week_keep_reflect_on,"['week', 'keep', 'reflect', 'on', 'it', 'you', 'this', 'for', 'that', 'your']","['Reflect on a recent challenge you overcame this week. How did it contribute to your personal growth? Keep thriving!', 'Reflect on a moment this week where you overcame an academic challenge and how it made you feel. Thanks for your openness and keep growing!', ""Reflect on a challenge you overcame this week and how it's shaped your perspective. Keep shining on your journey!""]",week - keep - reflect - on - it - you - this - for - that - your,1.0,False
440,Notice how your in-person interactions are on the rise while your phone communications are tapering off. Reflect on how this shift is influencing your daily routine and fitness efforts.,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",1.0,False
441,Your walking time has gone up! How did this affect your mood and energy levels today?,4,"4_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","[""Your walks have picked up pace lately. What's motivating you to step out more, and how does it boost your day?"", 'Your walking time is up. How does this new pace support your physical fitness goals?', ""You've been walking more lately. How does this change of pace impact your daily routine and focus?""]","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",0.5896001013514695,False
442,"With your running duration up, how do you plan to include it regularly for stress relief during this crunch time?",5,"5_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","['Your running has really picked up! How do you envision incorporating this momentum into your routine?', 'Your running has really picked up! How do you envision incorporating this momentum into your routine?', 'Your running has really picked up! How do you envision incorporating this momentum into your routine?']","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",0.8429694419147682,False
443,"It seems your digital habits are changing. What's one book or offline activity you've wanted to try, and how could it fit into tomorrow?",1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
444,Explore a challenge you overcame this week. How did it spur personal growth? Keep thriving!,2,2_week_keep_reflect_on,"['week', 'keep', 'reflect', 'on', 'it', 'you', 'this', 'for', 'that', 'your']","['Reflect on a recent challenge you overcame this week. How did it contribute to your personal growth? Keep thriving!', 'Reflect on a moment this week where you overcame an academic challenge and how it made you feel. Thanks for your openness and keep growing!', ""Reflect on a challenge you overcame this week and how it's shaped your perspective. Keep shining on your journey!""]",week - keep - reflect - on - it - you - this - for - that - your,1.0,False
445,Your social interactions have lessened. What changes could you make this week to reconnect with friends or peers?,0,"0_Social Interactions (phone logs, face to face conversations, significant places)___","['Social Interactions (phone logs, face to face conversations, significant places)', '', '', '', '', '', '', '', '', '']","['Your incoming calls are up, but in-person chat has dipped. Could you share how this shift has shaped your social life recently?', ""You've been reaching out more on calls and texts. How are these chats shaping your days?"", 'Noticing fewer calls and more in-person chats? Reflect on how this shift is shaping your social interactions.']","Social Interactions (phone logs, face to face conversations, significant places) -  -  -  -  -  -  -  -  - ",0.8896888433549756,False
446,Noticing a trend in screen time going up - what's one book you've been wanting to read but haven't started yet?,1,"1_Digital Habits (screen time, social media, communication and entertainment apps use)___","['Digital Habits (screen time, social media, communication and entertainment apps use)', '', '', '', '', '', '', '', '', '']","['Your screen time and social app use are up. Reflect on why and how adjusting these could help your focus.', 'Your recent screen time is up; in which ways might this impact your sleep and day tomorrow?', 'It seems your digital screen time is on the rise. In what ways might you balance this with off-screen activities?']","Digital Habits (screen time, social media, communication and entertainment apps use) -  -  -  -  -  -  -  -  - ",1.0,False
447,"With your focus on physical fitness, how can you adapt your routine to include more walks or active breaks this week?",6,"6_Physical Fitness (exercise, physical activity, distance travelled)___","['Physical Fitness (exercise, physical activity, distance travelled)', '', '', '', '', '', '', '', '', '']","['With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?', 'With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?', 'With less time at the gym and running taking center stage, how will you adapt your fitness routine moving forward?']","Physical Fitness (exercise, physical activity, distance travelled) -  -  -  -  -  -  -  -  - ",0.8212576773855769,False
