,data,day,uid,date
509,"I am on my spring break at home in Florida right now.   Instead of scrolling on my phone while procrastinating on my homework, I enjoyed outdoor birdwatching and shopping with my mom.  My stress level is down since I am on my break.",2024-03-13 21:00:52.404,t0007@sreflect,2024-03-13
510,When my advisors post doc went back home. we had to meet remotely,2024-03-13 21:00:11.256,t0009@sreflect,2024-03-13
511,"I think I'm generally gonna be in a better mood if I can talk to people in person. however there's people I can't talk to in person cause they're too far away, but they're some of my favorite people and I value hearing from them. I think not just the modality but also the person impacts my mood differently",2024-03-13 21:08:54.453,t0019@sreflect,2024-03-13
512,"I think I've been using tiktok more before bed. should probably wind down with a book instead, would be better for me.",2024-03-13 21:29:22.650,t0010@sreflect,2024-03-13
513,"I'm going to college and work in the lab tomorrow, which requires a lot of standing and walking. Hopefully, that will bring back some balance.",2024-03-13 21:04:29.348,t0017@sreflect,2024-03-13
514,"I have been focusing mostly on myself and my work these days, so not a lot of contact. Still, I have been trying to call my family, but they don't pick my calls every time. I think a phone call in the middle of the day would be nice to break a little bit of the routine and connect with someone who is outside of this bubble.",2024-03-13 21:45:09.351,t0008@sreflect,2024-03-13
515,"It feels nice, chatting more in person than over text. It's forcing me out of my head more often, which helps me to feel better emotionally.",2024-03-13 20:31:45.450,t0022@sreflect,2024-03-13
516,I've been getting to know the people in this group I'm in over spring break and just having random conversations as we do things together.,2024-03-13 22:08:42.315,t0020@sreflect,2024-03-13
81,"I could probably take a walk or just spend some time outside without just leaving my phone inside when I'm inside on my desk on my computer and with my phone I just get attracted to it and just spend too much time on social media and YouTube so I might just spend media free time by myself tomorrow.
",2024-02-08 21:03:15.921,t0012@sreflect,2024-02-08
82,"I have no idea cause I might have you know like some things going on so I don't know I don't know if I can have you know like time to you know like to engage in with someone but I don't know I just like wondering that is why I kind of spent less time on calls and you know like on messages because I have like a lot of things going on a lot of exams coming so that is basically why but I think like catching up with someone can kind of like add to my vibe because you know like it's kind of like relaxing and knowing like what is alone and you know like releasing that stress enjoying the the life you know like which is far far away from like the academics yeah I think it can help.
",2024-02-08 20:51:36.177,t0015@sreflect,2024-02-08
83,"Well, I wouldn't say I've had less screen time, but maybe a little less time on my phone. I work most of the time, so it hasn't quite been hobbies or other activities, just mostly work. I've been pretty buried this week. I also go for walks and runs, and well, that's about all I do. Well, I was playing hockey a couple of times this week, and that's away from the screen, but mostly just work. Tomorrow, though, I'm going skiing, so that might be nice. I do some cleaning and chores around the house. I am looking to get into some hobbies for February break. My kids really could use some time with me doing something other than just getting ready for school and horsing around after school. It would be nice to actually do some sewing or I don't know what else. Maybe we could do some crafts and puzzles. We might be able to, yeah, figure out something to do together as a family with my mom. Have some Grammy time over break. I'm also hoping to just spend some time in the hot tub relaxing. That would be nice. Continue to run, walk. Oh, I would like to get back into lifting weights. That would be great if I could focus on that. I'm not quite sure how to get back into that because I just haven't had the time to make that happen, but maybe I can make that a goal over the next seven weeks and I can check in and let you know how it's going.
",2024-02-08 21:13:56.338,t0016@sreflect,2024-02-08
85,"Actually, I think a lot of the chatter that you heard was my talking on the phone on another phone that I have at work. So a lot of it was meetings, but I also got to take some of today off and go skiing with my husband. And so we got to chat a lot too. So that was another reason that there was a lot of chatter today. I always feel wonderful when I'm talking to people, and I do like to talk to them in person rather than text, but I always try to text people as well just to give them the heads up that I am around and that I want to be connected to them. So I usually send a few messages whenever I think about it. I like talking things through. I'm an external processor. I like to have people around me. I like to exercise and talk at the same time. And all of that really happened today. My kids also talk all the time. So if I'm around my kids, you'd probably pick up on that as well. But I'm guessing a lot of it was work. I did get to talk with my boss today, which was really nice. We've been putting it off for a couple of weeks now, and it needed to happen because I've been feeling like we need to make some major changes. And we finally got to talk about those changes. But honestly, I need some focused studying time, and I'm hoping to get it this weekend. Although I have the kids all weekend, so I'm not quite sure how that's going to work and how to balance if I get any free time if I should work or if I should try to play. No matter what, I should try to get some exercise, go for a run or something today. I think that would be nice to be able to run or to, well, play hockey would be great, but I don't think that's going to happen. Maybe ski, although I'm not sure I'm going to be able to get the kids out skiing today either. Probably not going to happen. Probably wait until the whole family's around and then we can ski together because that's just so much easier than trying to drag everybody out there and ski when it's just me and all the skis. But hopefully we'll find something fun to do and have some quality time together, and it'll be a good weekend. I'm looking forward to it.
",2024-02-09 20:28:00.861,t0016@sreflect,2024-02-09
86,"Well, I already did a journal entry today, but maybe it didn't register or maybe I need to do one again. It was an awesome day. I got to go skiing with my husband and we also got some yummy tacos for dinner and I finally got to do a couple of things at work. I still have more to do though and I'm thinking I just need to work this weekend. So I'm going to bed early and I will get started early tomorrow and I will be able to get a little bit done. I don't know what else the weekend holds. I'm tired. Okay, I'm gonna try to get some exercise this weekend, lift weights, go for a run and get work done and spend time with the kids. If I can do all those things, then I think it'll be an excellent weekend.
",2024-02-09 21:02:33.280,t0016@sreflect,2024-02-09
88,"I had a one-on-one meeting with my professor and I've been pretty worried about worried about it that he might be disappointed with my progress but he actually complimented what I've done and I feel like I'm actually making some progress and seeing some of the directions that I should be taking for my future research so I was pretty proud of myself.
",2024-02-10 22:33:38.555,t0012@sreflect,2024-02-10
89,"Taking Friday off both weeks is a huge advancement for me, really makes a big difference on how I end up feeling about the week, about myself, about the month and the year, about my life. So I'd like to continue to take either an afternoon or day off. The way that I'd like to improve is that if I could actually take the time off rather than just making it up by working overtime at all other times during the day and during the week. So I'd actually like to take that time so that I'm working less hours in the week rather than taking that time and working the same or even more hours in the week. Because that isn't a true break unless I'm actually resting every day and not just overworking myself in order to rest. But regardless, I think that resting is better than not resting, even if it means overworking. I think that's an improvement on my life. I also think that it would be nice to get into more of a routine with my physical exercise. I exercise a lot. I just went for a run for instance, but it's sporadic and it would be nice to, three days a week, wake up in the morning and go for a run. Two days a week, play capoeira. Two days a week, play hockey. Six days a week, go for a walk. That kind of thing. I think that's really what's gonna make a difference in my life. And then if I can also regulate what I'm eating along with the physical exercise, again adding more routine into my day, I think that's really what's gonna make the difference for feeling calm and in control of everything that's happening in my life.
",2024-02-11 11:23:58.164,t0016@sreflect,2024-02-11
90,"Great idea. I'm going to try running three days a week, and I'm also going to do three minutes of lifting or ab exercises. And I'm going to do that every single day. This should be possible this week because it's not overly busy, and it's a fairly typical week. So if I can do it this week, I should be able to keep it up. Thanks for the great idea and the motivation.
",2024-02-11 21:16:47.809,t0016@sreflect,2024-02-11
91,"Great idea! I'm going to try to run three times this week. I will also do three minutes of weight lifting or ab exercises every single day. Just three minutes and then three runs. That's all I'm committing to. And this should be possible given that it's a fairly typical week and it's a not overly busy week. I think I can do it. Thanks for the motivation and the great idea.
",2024-02-11 20:10:17.244,t0016@sreflect,2024-02-11
92,"I kind of have mixed feelings about this because I've lately been pretty busy with my work and I have research deadlines that I need to meet. So I didn't have the luxury to have plenty of social interactions. But if I feel like I'll need one, I think I'll probably designate some time after class to talk with my friends in my cohort. So that would be one of the ways that I could increase social interaction.
",2024-02-11 21:23:27.529,t0012@sreflect,2024-02-11
94,"Last week I think I didn't take my phone along with me for the entire day for one day in the week and I ended up depending on other people for simple things as time etc but overall I think I remembered the engagements that I was supposed to visit in much more clarity than when I actually carry my phone. I attended a lot more events and did a lot more with my time so yeah it was very enriching. I think I was able to devote a lot of my time to talking to people instead of checking my phone to see where is the next place that I have to get to. It had its pros and its cons but yeah overall I think it was more enriching yeah
",2024-02-11 22:00:13.865,t0013@sreflect,2024-02-11
97,"Well, I did not run today, which is leaving me with a little bit of a issue with the fact that I need to do three runs to meet my goal this week. I don't know if that's going to happen because today was probably the best chance. I did lift my weight, so that's good, or did my three minute weight lifting, so that's good. And there's still time. It's early in the week, so I might still be able to do the run. My outgoing calls are up. That was yesterday. I caught up with my friend who I hadn't talked to in many months, and it was really nice to just talk about work and kids and marriage and life. So we needed a catch up, and I'd really like to do that more often. It's a lot for me to talk on the phone that long, and I didn't get much done other than just kind of laundry and some puttering, and I was ignoring the kids during that time. But it is nice to catch up with friends, because if that doesn't happen, then it feels like forever, and I don't get to talk to them. And years go by, and then it's kind of awkward to talk to somebody after years, although it's probably not. It just feels harder to overcome that first phone call after it's been so long. So yeah, I think that that's what you're talking about is yesterday. It seems like this app or this little bot thing might be a little bit behind or something. It's also so weird to assume that I have my phone on me at all times. It's like, oh, you sat today, and I was like, no, I went for a long run. I just didn't bring my phone with me on my run. Yeah, that's definitely a big assumption. Anyway, I am going to go to bed early tonight, and I think that will really help my day tomorrow.
",2024-02-12 20:00:13.092,t0016@sreflect,2024-02-12
100,"I wasn't really more on the move today. I did do a few, well I did a longer walk this morning than I normally do and the new spot is that my neighbor has eggs so if I walk just a little further every that I do every morning then I can actually bring home a couple dozen eggs so that's pretty awesome. Then the other thing is I often walk to and from my office which I did today and then I took a couple of phone calls while walking so busy busy busy talk on the phone talk and move around kind of thing so that I can do walking meetings but overall today was absolutely terrible just so much stress but in the end it all seems to be working out but oh my goodness I got to figure out how to not be so stressed in the middle of the day because it's really more than I can handle. The walking does help but I didn't go for a run today but I am going tomorrow so I don't know if I'm gonna get my three in or not probably not but I'll keep trying. I'm two for two on the on the three minute weight lifting though. I'll keep working on it.
",2024-02-13 21:09:39.441,t0016@sreflect,2024-02-13
102,"I've started playing basketball again and it's become a regular routine for me. I've been playing basketball for a while but I've stopped for a while. But after meeting a few friends who play basketball we have been together, we've been playing together for the last week. So I hope this continues throughout my life and PhD.
",2024-02-13 22:29:38.588,t0012@sreflect,2024-02-13
105,"Wow, you definitely noticed that I actually took an hour out of my day to hang out with a friend and it was in person and it was quite lovely. So we were able to just sit down while she was sitting, I was buzzing around making dinner which was perfect, and just chat, it was really nice. I think it's good for me to reflect a little bit on the day and on where I am in my life and kind of catch up on what's going on in her life, what's going on in my life. It's really important to me, social time, friend time is very, very important to me. So I appreciate that opportunity. Otherwise my day was fairly stressful and maybe taking that hour out is what makes it even more stressful but I feel like I need it and if I didn't do that I'd be doing something else. So I had planned to run but it was so blustery today that I didn't run, I ended up just having tea with a friend instead. But I'm going to do my three minutes so that I'll at least have that and my three minute workout and I did play hockey tonight as well which of course I don't have my phone on me so that doesn't get picked up but that is my happy place and I'm playing again tomorrow night as well. Tomorrow is going to be a very different day and I will probably be walking a lot.
",2024-02-14 20:08:29.262,t0016@sreflect,2024-02-14
107,"It definitely made my day more energetic and lively than before. I've been feeling pretty like enervated and lackadaisical lately. I've been waking up late and sleeping late, so having in-person interactions and adding more exercises to my routine have I think made me charge up a little bit more and maybe a little maybe a little bit more motivated in my work space.
",2024-02-15 21:02:13.986,t0012@sreflect,2024-02-15
108,"Yes, absolutely. Today I walked north of campus because I had an errand to run and there's a path the entire way. You can walk really fast and not be, have to worry about traffic or be in the way of anybody. You can just walk. And I realized that there's the co-op right there, which would be a very nice way to treat myself to a visit to the grocery store. So I can walk north of campus, pop into the co-op and then walk back all within an hour. And that would be a wonderful, wonderful break someday. So I absolutely think that's the new walk that I would like to try or the new route. I've often been walking downtown from campus, but walking to the north might be an even better option. I also just did a few, I had a very active day today. A few different, different walks through the buildings and through campus, which I would like to continue on the days that I'm on campus.
",2024-02-15 21:17:39.194,t0016@sreflect,2024-02-15
110,"I'm trying to get at least 8 hours of sleep a day. If I don't get to sleep 8 hours straight during the night, I try to compensate for that by taking a nap for 30 minutes or an hour so that I can get quality sleep.
",2024-02-16 22:37:10.063,t0012@sreflect,2024-02-16
111,"Ah, great question. This morning was an amazing work time. I was able to just get up, go straight to my office, straight to my computer, and work for two hours. Not even two hours. And I got so much done. It's that morning brain, which I have known for a while now, is what really works for me. Hyper productive time for me. And so maybe I can try that again tomorrow. Although I know I'll have the kids first thing in the morning. But I will give it a try because I really need to get stuff done. And that's helpful. I also tried a midday session. It was about 45 minutes today. And I did get something started, which was helpful, that I'd been wanting to get going on for a while. But it wasn't. Just middle of the day, my mind wandered. I wanted to do other things. Whereas first thing in the morning, I'm just ready to go. And I'm able to... My brain is working. I can write. I can do statistics. I can... Whatever it is needed, I can do it. So maybe I will keep that up this coming week.
",2024-02-17 20:26:15.052,t0016@sreflect,2024-02-17
113,"One thing is that I started working out regularly again. I was worried that I might have lost too much weight, but I seemed to have stayed consistent throughout, so I felt pretty proud of myself of getting back to work out. Also, I made some progress in my research. It's a really small thing, but I've been stuck on that little problem for a while, but I started to grab my head around the problem, so I get a better sense of what I should be doing right now.
",2024-02-17 23:46:39.632,t0012@sreflect,2024-02-17
114,"Yes, it's the weekend, so I have gone to lots of new places. Let's see. They actually aren't new for me, just haven't been since I've been journaling with you all. So let's see. I often go for a run. It's a five mile loop that I do, and I did that today. I also went to a friend's house, and I picked up some seeds that I had ordered. So those were all maybe new spots. I also play hockey, so I went to the hockey rink this weekend, and to the town dance, and then all around town at Winter Carnival. On Thursday, I absolutely went to some new spots that I had never been to on campus. So that could be part of it as well. But I bet you'll see these same spots popping up again, because I do run and play hockey and spend time around the town village as well. I do like going to new places. I'm going to a new place tomorrow with some friends to go skiing, and I also really like to go shopping, and I will be doing that in a couple of weeks' time, so you'll notice some new places as well. It helps me to get out of the house. I'm also doing quite a bit of studying tonight, so that's good. I'll try to get my three runs in this week.
",2024-02-18 20:00:10.267,t0016@sreflect,2024-02-18
115,"Well, today was a holiday, so I had so much fun. I was able to go skiing, and the powder was phenomenal, and then I was able to do a little bit of shopping, and I got some really exciting items that I had been wanting for a while. I got a new hockey stick, and then I played hockey, and I was home for a little bit today, and I made a lasagna, and I talked to a close friend on the phone. And so, it was a really incredible day. Just got home from hockey, I am going to go relax in the hot tub. How can I possibly match today? Well, I can make sure that whenever I have holidays, I plan something fun like I did today, and not just stay home. And I know that the rest of the week, I can try to sprinkle in some adventures here and there, but I also know that I need to be home a lot this week, and that's okay. I can do that. I have to buckle down and get work done, because I took today off. Hooray for federal holidays!
",2024-02-19 20:30:26.805,t0016@sreflect,2024-02-19
117,"Yeah, it definitely helps me really get away from work or homework. I spent some time talking to one of my closest friends during my undergrad. So it was a, I think it was a quality time talking about our recent happenings and what we've been up to. So it was a nice time to catch up and yeah.
",2024-02-20 00:08:09.523,t0012@sreflect,2024-02-20
119,"this prompt doesn't really make sense. I'm not gonna try calling a friend today and then share how it differed from texting, but I can try to answer. Let's see. I have been talking on the phone. I've just been talking on my other phone which is my work phone, but yeah I don't have time to talk on the phone. So yeah I'm not gonna call friends more. Texting just works really well for me, so I don't think that's gonna be something. I mean I when when there's days that it works, it works. So I will call my mom tomorrow because it's her birthday, but I'm calling a friend on a day like today is not a great idea because today I had meetings all day long. I still had some social, but Tuesdays generally aren't my social day. So yeah I just did some texting tonight and that works for me.
",2024-02-20 21:11:41.280,t0016@sreflect,2024-02-20
120,"I definitely need the gym time for some time for refreshment from works and studies, but I really need to balance the time spent in the gym because I often spend too much time, like over two hours in the gym, that I get too exhausted, that I don't get that much worked on in the evening. So in the future, I'll need to get that balance right and do some chill exercises rather than spend too much time in the gym.
",2024-02-20 22:31:53.642,t0012@sreflect,2024-02-20
121,"Well this is sort of funny timing for this question because I didn't actually take any walks today at all and I take a walk almost every single day. So I'm trying to think back to my day and what you may have interpreted as a walk. This morning I walked my kids to the school bus and that is just the end of my driveway and back which is which is probably a walk for several for many people. I did not continue on which I do most mornings in part because I wanted to get going and I was driving this morning somewhere so I wanted to get on the road but also in part because it was really cold this morning. Mostly because I wanted to get on the road so I think having a little bit more laid-back of a morning where I can just go to work is a little easier for me so I can do that walk in the morning. Otherwise I'm quite hungry I want to get eating so that I can continue on with my continue on with my day. I do want to get back to these morning walks though because they are very very nice for the rest of my day. Gets me exercise first thing.
",2024-02-21 21:06:47.269,t0016@sreflect,2024-02-21
122,"I've always done a lot of walking and running, so I feel like this is an important part of my physical fitness goal to maintain the walking and the running, but I would also like to add the weightlifting and other bodyweight type activities so that strength training is integrated in addition to the cardio. It's also walking and running are not that intense for me, and so I also want to add in more intervals or periods of time when I am more intensely exercising with the cardio along with the strength training. So those are my physical fitness goals for the next several weeks, and it is great to keep my walking time up, but I need to increase the pace and I need to increase the strength training.
",2024-02-22 20:00:10.559,t0016@sreflect,2024-02-22
123,"I never use text messages a lot, but lately I've been exchanging information about recruitment and graduate school with prospective students, so I haven't really swapped calls for texts in the long run. That's gonna be the case for a few days afterwards. So it felt pretty new to be speaking with other people through text messages instead of calls or other messaging applications, so it was pretty refreshing.
",2024-02-22 22:54:29.615,t0012@sreflect,2024-02-22
124,"I have been talking more on the phone lately, and I'm not sure why that is. It's nice. I think socially it helps me a lot. Most of them are work calls, although not all of them. But fitness-wise, I was thinking of that today because I was on the phone so much, I thought, mm, this is a time that I could have been running or working out, and I'm not. So I think I need to put that first. Put that right in the schedule, or else it's not going to get done. So next week is going to be a vacation week, so it's going to look a little different. But I am planning on making sure that I meet fitness goals next week, first and foremost. And my conversations and my work goals are going to be secondary to any fitness goals. So first are the kids, second is fitness, third will be work on my dissertation, and last is going to come work next week, and that's just the way it has to be. That's why it's vacation, so that I can actually have a reorder of priorities, because every other day it's work first, and then there's hardly any time left over for anything else. So I'm not going to start tonight, because I don't really like working out late at night at all, but first thing in the morning, I will plan something to do fitness wise.
",2024-02-23 20:12:28.516,t0016@sreflect,2024-02-23
126,"Okay, strange. This is the message that I heard yesterday, I think, or Friday. I think it was Friday, but I don't think I made any phone calls today at all. So no, not more calls. Less screen time though. Yes, it is my kids vacation and I am trying really hard to focus on them and making sure that I don't spend very much time on screen time. So the only screen time pretty much today was some messaging back and forth and also some research on places to go and things to do on vacation. So using the phone for kind of its functionality and not the functionality and not the sort of social or media kind of fun distracting apps. More just as a device to do research and also to communicate. I am trying really hard not to spend as much time. Hopefully I can read a book or something on vacation that will also help. And as far as fitness routine, I don't really have a routine, but I am trying to skate or play hockey or bike every day. So tomorrow's a run, Tuesday's a bike, today I skated. We will see how Wednesday, Thursday, Friday go, but that's the plan to stay fit during vacation.
",2024-02-25 20:26:39.971,t0016@sreflect,2024-02-25
128,"Yes, we're on vacation. So, we've been going to all sorts of fun places. Today, we got to go to a new place with skiing which was very fun and we're gonna be here tomorrow and then I'm going to visit my mom. So, we are definitely pulling out some fun adventures for vacation. So, that's what inspired me. Um I'm also inspired to continue to visit these places with friends or just to do it again. Uh cross-country skiing is absolutely awesome this time of year and it's nice to have some real winter to enjoy. So, tomorrow will be a little cold starting out but I think it'll be end up being a really nice day. So, I'm looking forward to the adventures.
",2024-02-26 20:02:07.555,t0016@sreflect,2024-02-26
129,"While I do think that a something that forth等我覠此न Bomb OMG Quickly can appreciate to tab 해 As taking a walk in nature foil right now makes I don't miss out of this Strains oft he academics and things like. At that site identical trying to incorporate this thing in my daydream with something that I can now heads to improve my mental health and help me to would be same stress
",2024-02-26 21:28:12.479,t0015@sreflect,2024-02-26
130,"It's definitely kept me energized throughout the day and helped me really focus on my work when I'm working on something, but I really need to keep the balance right between working out and really focusing on my work because when I work out too hard or spend too much time in the gym, I really get tired and I don't get to focus or take a nap and I just ruin my daily routine, so I need to get the balance right.
",2024-02-26 22:07:59.937,t0012@sreflect,2024-02-26
131,"Mostly, it's actually talking to new people. So I have been, I met somebody new, and we got to chit chat a lot, and it's also vacation, so I can talk all day long if I want to, to friends, and I'm very extroverted. So I met somebody new, and I just wanted to get to know her, so I was asking about her house and her life and her kids and that sort of thing. I'd like to get to be even better at asking questions. I'd really like to set that as a goal, and be able to talk to people in a way that's very meaningful. That would be ideal, so that I don't just ask, what do you do, where do you live, do you ski, but instead I'm asking, like, what motivates you, what drives you, what's really meaningful to you and your life, and just go deep and get to know somebody really well. I also hate when I talk about money, so I'd like to talk about money less, but we went out to dinner last night, so there was a lot of chit chat there, and then of course I've been with my kids all day, so they talk and talk and talk and talk, and that's probably what this phone is picking up, or the microphone is picking up, is all of that chitter chatter. And it will probably continue for a couple of days until I go back to my solitary world of work and being at the computer and typing away at the computer all day.
",2024-02-28 20:00:15.615,t0016@sreflect,2024-02-28
132,"Oh yes, that's because my kids are on vacation, so I get lots of face-to-face time, way more than normal, and I'm enjoying it, but it is hard to get good studying done. So I've been struggling a little bit, doing it more in the morning and in the evening. Studying time is definitely better, but I'm just settling in for hopefully an hour tonight of at least getting something done. It's mostly just been little pieces here and there instead of like focused time, but tomorrow's another morning. Every day I keep hoping I can make it work, and I keep trying. And you know, part of it is trying to rest too, so I sometimes wonder if I should stop trying to fit in work, and then I'll be more productive when I go back to it next week. But it seems like it's best to at least try to get little pockets in here and there. We'll see.
",2024-02-29 20:00:33.482,t0016@sreflect,2024-02-29
133,"I don't think I'm actually texting less but sometimes if I'm able to talk and walk then it helps me very much and since I'm around the kids a lot this week I think that's probably why you're seeing a little less texting but not much I am trying to make a few phone calls here and there to catch up with folks and just have real conversations which help help kind of the dialogue back and forth so that we can actually make some decisions on things so that's part of what what we're seeing here so social wellness I think texting would be a little of texting a little bit more would be helpful for me because then I would be able to kind of stay up with people but it's pretty hard when I've got the kids all the time to actually be able to engage in text conversations so doing the best I can surviving this week and trying to provide some entertainment for the kids I'm going to try to go home a little early to get myself back in order I think that'll be helpful I think everybody would probably be more regulated if we're home for a little longer
",2024-03-01 20:25:39.638,t0016@sreflect,2024-03-01
134,"So, I've been doing a lot of hiring lately and I have been really struggling with the with certain positions and with getting people into them and I have been feeling very anxious about it but I have really worked hard to stay resilient and with this I was able to turn this around by meeting the challenge, being patient, and working on creative solutions and now I think I've got it. Someone has applied, we're going to, I've scheduled an interview and I think we're going to have a successful team to do this project.
",2024-03-02 20:59:49.598,t0016@sreflect,2024-03-02
135,"It's been great to go visit friends in a different place and see multiple friends. I love that, but I definitely miss feeling settled at home. So I think having the home base to return to is extremely important. Tomorrow I have a little more time to be home, and I think that's going to help me settle and feel grounded and be able to socialize a little more freely because I have that grounding or that foundation to work from. And we'll see how the rest of the week goes, but that's my thought, is that that will actually help me be more productive and honestly a little bit happier to be home and then leave, home and then leave. And I can get some things done, even if I'm not socializing at home.
",2024-03-04 20:03:36.046,t0016@sreflect,2024-03-04
136,"I've been off my routine because of vacation But Work and routine start back up tomorrow, so I'm not worried about Getting back on to the fitness routine I've been skiing for two full days in a row So yes, that's not walking, but that is good exercise And The time at home was really just today And I think one day at home is not that big of a deal and I was only home for half the day So It's fine To be home for a half a day, especially since I was working most people have to work eight hours a day at least and It just so happened that today. I was able to work from home I Think I will go back to my old fitness routine of walking every morning and doing some kind of weightlifting Mid-morning as a way to Keep in shape and that fits my space that it fits my time. So I will continue to try that this week
",2024-03-05 20:10:41.336,t0016@sreflect,2024-03-05
138,"Yes, I completely agree. Some of that is that I was using a calculator today, and so I had my screen open for the calculator, but I bet if I were to look at just the amount of time on social media, it would probably be more than normal. I think that's just today, although I'd have to look overall, and I'm not sure what happened today, to be honest. I definitely balanced it with work, so I was probably using the social media as a counter for the stress that I was feeling in all that I had to do for work. That's my guess as to why my digital screen time was so high today. I also did not do very much exercise today, so I would like to make sure that tomorrow I start back in exercising, eating right, and not being on the screen so much. That's the goal.
",2024-03-06 20:06:55.461,t0016@sreflect,2024-03-06
140,"Sometimes it's really helpful to make a phone call because the phone call can actually be a check-in. You know that the person, if they respond, they'll respond right away. You can get more emotion in their voices, a sense of how they're actually feeling, what they're doing, and you can just have a more meaningful conversation than texting. But honestly, most of my calls have been work calls, so sorry to disappoint, but it seems like this AI tool thinks that anytime I use my phone or have a conversation, it's social. And no, I work most hours of the day, and oftentimes it's about work. So that is, makes most of the prompts or the little check-ins inaccurate, but I kind of ignore that part and just try to say, okay, yes, it's accurate, or no, it's not accurate based on the way that it talks about what I've, what they think I've been doing. So like, yes, I was on the computer a lot, but no, it wasn't social. It was work related. This seems to be working though. I seem to be getting most of these, so hopefully it's helpful.
",2024-03-07 20:38:30.262,t0016@sreflect,2024-03-07
141,"Mweindo ni mwanziri ja zwakani ya maisha stroikutanya, na mina maale nishanke anduale mena wa mnja, na omazetzwa waiko ya dealo ya lachizi ona kazema maisha 역apo. Kwa hivyo kutoka wamazori krati ya quani wa ndepoba no iwo pia uzumiwa ya dealo zaili sio changingu kativyi wa kwezo la kwaza zadei.
",2024-03-07 22:00:17.671,t0015@sreflect,2024-03-07
142,"Oh, I do have a new favorite route, so I've been walking from dropping the kids off to school to the end of the road and back, but now I have a friend who wants to join me, so I walk to her house, knock on her door, and see if she wants to come with me. And I think this might be a new routine. I did it this morning, and I would like to continue to keep trying it. It absolutely uplifts me. It gives me exercise first thing in the morning, and it also allows me to be in a place where I can enjoy social time in addition to the time with getting the exercise and the time with my children, because part of the walk is getting my kids to the bus. But it is all tied to the bus routine, so unfortunately when the bus doesn't run, I don't do it. So that's something that I need to think about.
",2024-03-08 20:09:01.549,t0016@sreflect,2024-03-08
143,"Walking is not part of my routine, but it happens to be that this week I had to buy some more stuff for my home, so I went to shops a little more often, so that was part of my walking routine.
",2024-03-08 21:31:08.049,t0012@sreflect,2024-03-08
146,"Oh jeez, I don't know if I actually have any academic successes. I think one of them is I got a citation, which is actually a good thing, in case you didn't know, for a class because I was just filling out the form, but I was just giving feedback to every single person. It was just a little bit of extra effort and paying attention to the rules and doing what was asked. So I don't know if that, like in reflection, I don't think that's necessarily something that I can continue to do or expand upon. But maybe it does relate a little bit to this idea that, like, it doesn't take much. You got to just be consistent and do a little bit at a time. And that's actually my philosophy on my dissertation right now, which is that I am just plugging away at the process by making sure to do something every day. And I need to make sure I do that tomorrow, too, even though I'm probably going to feel like I'm too busy to do it. I think it's the consistency. So spending a half hour, an hour tomorrow on my dissertation is going to be my goal.
",2024-03-09 22:05:22.815,t0016@sreflect,2024-03-09
147,"It's been a busiest week of this term. I had two presentations, one for my neural data analysis class and one for my lab meeting and both went pretty well. I was really worried that I might not be able to get anything done by the deadline but there were some progress in my results and the professors were pretty happy about my presentation and I think the key to success in the future is consistency. This week I've grinded too much at the last minute and I think in the long run it's gonna be really beneficial for me if I really be consistent and do just a little work each and every day and I really think that would help me really keep up with the progress.
",2024-03-09 22:55:34.821,t0012@sreflect,2024-03-09
148,"Home is actually a good place for me to be, especially on a weekend, so I get to spend time with my family, and I also can have friends over, which I love to do. So today I had many friends over, and I did leave home. I went for a ski, and then I went to Capoeira, so I enjoy being out and about, but I do appreciate just having that foundation that kind of keeps me happy, keeps me feeling like I'm somewhat in control, that I'm grounded, that I have everything sort of sorted out. When I'm away from home, it feels just a little... I'm okay with it, but it feels a little more ungrounded, like I'm always missing something or that there's always something that I should be doing. It's just very easy to work, relax, do anything I want to do, cook. It can all happen when I'm home, and I appreciate that very much.
",2024-03-10 20:03:07.157,t0016@sreflect,2024-03-10
150,"Yes, I started back up on my walks every day after I dropped the kids off and then to pick them up at the end of the day. And it's very helpful for me to just, as I mentioned before, tie my routine to something else. So I can choose whether or not to walk, but I can't choose whether or not to take, to walk the kids to the school bus stop. So this way I'm tying something optional to something mandatory. And that is very helpful to me because then I kind of make the optional mandatory and it's like harder to not walk than it is to walk. And tomorrow, actually, I'm going to add weights to the routine as well and try that twice a week. So it helps a lot, helps me keep moving. I also, I just kind of picked up my steps today. So I did a thing where I would work for the first 45 minutes of an hour and then try to not just walk, but like move for the last 15 minutes. So I would, I also like started making dinner, you know, I didn't take the compost out, but that would be an example, like something else, doing something else for that last 15 minutes. And because I didn't have a lot of meetings today, I was actually able to do that, I think every hour except one or two. So it worked out, I kind of lost it toward the end of the day, but at least the day started out pretty good. And I'd like to continue doing that on days that I don't have, that I don't have meetings or too many meetings. And then I'll have to come up with something new for days that I do have a lot of meetings, but I still only got about half the steps of a really good day. So when I was on an assignment in California this past summer, just about every day of three weeks, and I mean like really close to every day, I got 25,000 steps or 10 miles. And that's a big difference because today it was 12,700 or like five and a half miles. So it's not the same thing. It's about half that. So I know what I'm capable of. It's just that I do, I do spend a lot of time at the computer when I'm working.
",2024-03-11 20:31:43.578,t0016@sreflect,2024-03-11
151,"you
",2024-03-12 20:11:08.533,t0016@sreflect,2024-03-12
